school_id,name,source,school_type,ownership,state,lon,lat,enrolment,teachers,teacher_student_ratio,performance_score,performance_class,dropout_rate,dropout_risk,facilities_score,internet_access,electricity,toilets_per_100,dist_to_town_km,socioeconomic_idx,waec_pass_rate,urban_weight,poverty_index,literacy_rate,pred_score,pred_perf_cls,pred_dropout,perf_color,drop_color
9428,School_9428,Synthetic,Primary,Private,Ekiti,5.819276,7.817691,489,21,0.0429,48.28,Low,18.16,Medium Risk,4.29,0,1,1.69,11.17,0.7164,59.07,0.5,0.3,0.8,63.64,High,Medium Risk,#1a9850,#fc8d59
9429,School_9429,Synthetic,Senior Secondary,Public,Ekiti,5.543659,7.902454,259,5,0.0193,71.61,High,21.55,Medium Risk,3.49,0,1,3.0,14.88,0.9234,45.49,0.5,0.3,0.8,64.31,High,Medium Risk,#1a9850,#fc8d59
9430,School_9430,Synthetic,Senior Secondary,Mission/Faith-based,Ekiti,5.208612,7.822911,109,2,0.0183,73.69,High,24.39,Medium Risk,4.13,0,1,2.54,7.59,0.9509,72.76,0.5,0.3,0.8,65.25,High,Medium Risk,#1a9850,#fc8d59
9431,School_9431,Synthetic,Primary,Public,Ekiti,4.962536,8.078108,263,7,0.0266,52.41,Medium,26.4,High Risk,3.73,0,0,1.93,8.83,0.6715,76.18,0.5,0.3,0.8,66.12,Medium,Medium Risk,#fee08b,#fc8d59
9432,School_9432,Synthetic,Tertiary,Public,Ekiti,5.834688,7.445421,1180,53,0.0449,86.92,High,25.22,High Risk,6.55,0,1,2.03,21.84,0.7593,63.78,0.5,0.3,0.8,67.12,High,High Risk,#1a9850,#d73027
9433,School_9433,Synthetic,Senior Secondary,Mission/Faith-based,Ekiti,5.619559,7.807869,326,11,0.0337,86.49,High,25.15,High Risk,4.28,0,0,3.0,16.18,0.8816,92.7,0.5,0.3,0.8,65.31,High,Medium Risk,#1a9850,#fc8d59
9434,School_9434,Synthetic,Primary,Private,Ekiti,4.825604,7.879645,608,16,0.0263,74.4,High,24.11,Medium Risk,4.68,0,0,1.99,7.8,0.6757,60.21,0.5,0.3,0.8,61.06,Medium,Medium Risk,#fee08b,#fc8d59
9435,School_9435,Synthetic,Senior Secondary,Private,Ekiti,5.355677,7.463272,291,11,0.0378,61.58,Medium,21.63,Medium Risk,3.27,0,1,0.74,24.03,0.7313,90.31,0.5,0.3,0.8,60.21,Medium,Medium Risk,#fee08b,#fc8d59
9436,School_9436,Synthetic,Primary,Public,Ekiti,5.126178,7.788263,321,9,0.028,67.88,Medium,25.65,High Risk,4.95,0,1,2.12,1.53,0.5255,77.56,0.5,0.3,0.8,65.94,Medium,Medium Risk,#fee08b,#fc8d59
9437,School_9437,Synthetic,Senior Secondary,Private,Ekiti,5.002892,7.995792,246,6,0.0244,79.82,High,25.17,High Risk,5.22,1,0,2.09,13.07,0.9262,67.18,0.5,0.3,0.8,69.92,High,Medium Risk,#1a9850,#fc8d59
9438,School_9438,Synthetic,Primary,Public,Ekiti,5.65778,7.872874,517,18,0.0348,49.23,Low,22.66,Medium Risk,5.26,0,0,2.53,10.73,0.9012,60.54,0.5,0.3,0.8,62.71,High,Medium Risk,#1a9850,#fc8d59
9439,School_9439,Synthetic,Junior Secondary,Private,Ekiti,4.845942,7.5114,326,10,0.0307,77.77,High,17.34,Medium Risk,4.87,1,1,2.9,10.18,0.6772,67.02,0.5,0.3,0.8,68.69,High,Medium Risk,#1a9850,#fc8d59
9440,School_9440,Synthetic,Primary,Mission/Faith-based,Ekiti,5.132476,8.035404,561,10,0.0178,57.89,Medium,22.57,Medium Risk,6.5,0,1,2.72,14.78,0.8484,54.6,0.5,0.3,0.8,65.71,Medium,Medium Risk,#fee08b,#fc8d59
9441,School_9441,Synthetic,Primary,Private,Ekiti,5.257481,7.452752,365,7,0.0192,85.47,High,13.07,Medium Risk,5.18,1,1,2.49,40.5,0.6172,67.36,0.5,0.3,0.8,66.43,High,Medium Risk,#1a9850,#fc8d59
9442,School_9442,Synthetic,Primary,Public,Ekiti,5.462847,7.464064,283,6,0.0212,53.96,Medium,21.22,Medium Risk,4.17,0,1,2.48,3.79,0.6751,85.72,0.5,0.3,0.8,65.02,Medium,Medium Risk,#fee08b,#fc8d59
9443,School_9443,Synthetic,Primary,Public,Ekiti,5.245893,7.409292,534,11,0.0206,53.31,Medium,33.24,High Risk,5.84,0,1,2.85,1.99,0.6653,58.77,0.5,0.3,0.8,64.68,Medium,Medium Risk,#fee08b,#fc8d59
9444,School_9444,Synthetic,Senior Secondary,Private,Ekiti,5.347966,7.610155,341,13,0.0381,50.54,Medium,16.72,Medium Risk,2.98,0,0,3.05,1.82,0.589,88.88,0.5,0.3,0.8,67.19,Medium,Medium Risk,#fee08b,#fc8d59
9445,School_9445,Synthetic,Primary,Public,Ekiti,5.187678,8.022584,478,22,0.046,66.64,Medium,24.95,Medium Risk,2.46,0,1,1.83,5.36,0.636,67.62,0.5,0.3,0.8,64.15,Medium,Medium Risk,#fee08b,#fc8d59
9446,School_9446,Synthetic,Senior Secondary,Private,Ekiti,5.404535,7.580903,341,18,0.0528,68.7,Medium,27.58,High Risk,6.91,1,1,3.3,9.14,0.8512,93.3,0.5,0.3,0.8,69.0,High,Medium Risk,#1a9850,#fc8d59
9447,School_9447,Synthetic,Junior Secondary,Private,Ekiti,5.665102,8.018753,375,17,0.0453,42.94,Low,28.32,High Risk,5.48,0,0,2.73,3.37,0.999,74.06,0.5,0.3,0.8,60.71,High,Medium Risk,#1a9850,#fc8d59
9448,School_9448,Synthetic,Primary,Public,Ekiti,5.01148,7.45149,508,15,0.0295,40.68,Low,23.21,Medium Risk,1.27,0,0,0.72,3.66,0.6895,45.86,0.5,0.3,0.8,59.81,Medium,Medium Risk,#fee08b,#fc8d59
9449,School_9449,Synthetic,Primary,Private,Ekiti,5.102744,8.044112,668,15,0.0225,65.11,Medium,28.47,High Risk,5.86,0,1,2.66,4.36,0.8531,85.96,0.5,0.3,0.8,65.44,Medium,Medium Risk,#fee08b,#fc8d59
9450,School_9450,Synthetic,Primary,Public,Ekiti,5.518934,7.685315,590,10,0.0169,53.36,Medium,30.79,High Risk,4.31,0,0,1.7,3.11,0.6184,98.0,0.5,0.3,0.8,63.24,Medium,Medium Risk,#fee08b,#fc8d59
9451,School_9451,Synthetic,Primary,Private,Ekiti,5.443604,7.752354,245,3,0.0122,66.08,Medium,22.47,Medium Risk,6.97,1,1,3.32,3.04,0.772,78.0,0.5,0.3,0.8,68.17,High,Medium Risk,#1a9850,#fc8d59
9452,School_9452,Synthetic,Primary,Public,Ekiti,5.03956,7.503322,422,8,0.019,83.92,High,20.09,Medium Risk,5.55,0,0,1.91,2.01,0.6166,44.78,0.5,0.3,0.8,64.09,High,Medium Risk,#1a9850,#fc8d59
9453,School_9453,Synthetic,Junior Secondary,Public,Ekiti,5.430441,7.743121,345,13,0.0377,51.35,Medium,36.96,High Risk,4.42,0,1,2.53,4.37,0.7993,86.91,0.5,0.3,0.8,65.87,Medium,Medium Risk,#fee08b,#fc8d59
9454,School_9454,Synthetic,Primary,Public,Ekiti,5.347049,7.46878,387,14,0.0362,67.05,Medium,36.82,High Risk,4.25,0,0,2.47,12.09,0.7165,67.57,0.5,0.3,0.8,65.75,Medium,Medium Risk,#fee08b,#fc8d59
9455,School_9455,Synthetic,Primary,Public,Ekiti,5.106359,7.73681,360,12,0.0333,51.82,Medium,11.59,Low Risk,8.96,0,1,3.76,3.93,0.8045,41.89,0.5,0.3,0.8,63.67,High,Medium Risk,#1a9850,#fc8d59
9456,School_9456,Synthetic,Primary,Public,Ekiti,5.774234,7.544061,486,17,0.035,70.26,High,23.18,Medium Risk,1.45,0,0,0.5,16.64,0.7458,56.72,0.5,0.3,0.8,64.02,Medium,Medium Risk,#fee08b,#fc8d59
9457,School_9457,Synthetic,Senior Secondary,Private,Ekiti,5.352827,7.483285,346,13,0.0376,46.58,Low,12.63,Medium Risk,6.86,1,0,3.8,0.17,0.7168,64.14,0.5,0.3,0.8,69.53,High,Medium Risk,#1a9850,#fc8d59
9458,School_9458,Synthetic,Primary,Mission/Faith-based,Ekiti,5.249903,7.781536,701,18,0.0257,76.35,High,22.46,Medium Risk,3.82,0,0,2.5,19.95,0.6509,65.67,0.5,0.3,0.8,65.2,Medium,Medium Risk,#fee08b,#fc8d59
9459,School_9459,Synthetic,Senior Secondary,Public,Ekiti,5.264302,7.690318,295,10,0.0339,82.05,High,23.54,Medium Risk,0.34,0,0,0.52,32.53,0.7261,79.87,0.5,0.3,0.8,60.64,Medium,Medium Risk,#fee08b,#fc8d59
9460,School_9460,Synthetic,Primary,Public,Ekiti,4.879176,7.597243,617,14,0.0227,77.6,High,24.26,Medium Risk,6.64,0,1,3.86,5.26,0.7862,31.68,0.5,0.3,0.8,63.13,Medium,Medium Risk,#fee08b,#fc8d59
9461,School_9461,Synthetic,Junior Secondary,Public,Ekiti,5.032499,7.822097,196,9,0.0459,82.85,High,24.73,Medium Risk,5.64,0,1,2.93,2.82,0.7236,64.08,0.5,0.3,0.8,65.84,High,Medium Risk,#1a9850,#fc8d59
9462,School_9462,Synthetic,Primary,Public,Ekiti,5.080108,7.673436,380,12,0.0316,50.73,Medium,23.85,Medium Risk,6.66,0,1,2.47,0.53,0.9411,84.28,0.5,0.3,0.8,65.85,High,Medium Risk,#1a9850,#fc8d59
9463,School_9463,Synthetic,Primary,Private,Ekiti,5.434003,7.401681,442,14,0.0317,66.11,Medium,21.96,Medium Risk,5.48,1,0,2.49,4.54,0.776,88.93,0.5,0.3,0.8,69.73,High,Medium Risk,#1a9850,#fc8d59
9464,School_9464,Synthetic,Junior Secondary,Public,Ekiti,4.844749,7.61849,413,11,0.0266,59.11,Medium,37.4,High Risk,2.56,0,1,1.72,1.43,0.8679,85.24,0.5,0.3,0.8,60.48,Medium,Medium Risk,#fee08b,#fc8d59
9465,School_9465,Synthetic,Senior Secondary,Private,Ekiti,4.908682,7.492341,287,9,0.0314,54.53,Medium,17.89,Medium Risk,6.31,1,1,2.44,3.32,0.7694,63.69,0.5,0.3,0.8,67.97,High,Medium Risk,#1a9850,#fc8d59
9466,School_9466,Synthetic,Junior Secondary,Public,Ekiti,5.580866,7.496277,387,18,0.0465,60.53,Medium,30.2,High Risk,5.29,0,0,2.54,13.86,0.6612,91.07,0.5,0.3,0.8,66.73,High,Medium Risk,#1a9850,#fc8d59
9467,School_9467,Synthetic,Junior Secondary,Public,Ekiti,5.267992,7.452326,313,5,0.016,56.95,Medium,24.94,Medium Risk,3.37,0,0,1.26,18.03,0.7684,54.59,0.5,0.3,0.8,64.09,Medium,Medium Risk,#fee08b,#fc8d59
9468,School_9468,Synthetic,Primary,Private,Ekiti,5.076049,7.427211,411,12,0.0292,71.6,High,16.23,Medium Risk,4.17,1,1,2.44,1.4,0.7786,83.68,0.5,0.3,0.8,66.86,High,Medium Risk,#1a9850,#fc8d59
9469,School_9469,Synthetic,Junior Secondary,Private,Ekiti,4.773395,7.719552,277,8,0.0289,88.11,High,29.86,High Risk,6.65,0,0,2.79,1.79,0.7566,89.58,0.5,0.3,0.8,66.46,High,Medium Risk,#1a9850,#fc8d59
9470,School_9470,Synthetic,Junior Secondary,Public,Ekiti,5.793341,8.013563,228,6,0.0263,64.77,Medium,27.86,High Risk,4.13,0,0,2.09,1.66,0.7134,70.22,0.5,0.3,0.8,65.02,Medium,Medium Risk,#fee08b,#fc8d59
9471,School_9471,Synthetic,Primary,Private,Ekiti,5.234905,7.46185,503,13,0.0258,75.54,High,20.4,Medium Risk,4.18,1,1,2.46,0.56,0.8731,56.62,0.5,0.3,0.8,66.06,High,Medium Risk,#1a9850,#fc8d59
9472,School_9472,Synthetic,Primary,Private,Ekiti,5.752511,7.955433,526,12,0.0228,76.11,High,25.5,High Risk,8.27,0,0,2.71,1.39,0.7796,66.32,0.5,0.3,0.8,68.38,High,Medium Risk,#1a9850,#fc8d59
9473,School_9473,Synthetic,Primary,Mission/Faith-based,Ekiti,5.632245,7.664404,373,11,0.0295,50.48,Medium,26.26,High Risk,5.95,0,0,3.1,1.56,0.8598,72.84,0.5,0.3,0.8,66.16,High,Medium Risk,#1a9850,#fc8d59
9474,School_9474,Synthetic,Primary,Private,Bauchi,9.876371,11.603497,413,14,0.0339,55.95,Medium,45.92,High Risk,4.56,0,0,2.76,1.3,0.3469,55.04,0.38,0.62,0.48,47.19,Low,High Risk,#d73027,#d73027
9475,School_9475,Synthetic,Primary,Private,Bauchi,11.176656,11.655047,460,15,0.0326,44.29,Low,44.98,High Risk,3.24,1,1,2.29,3.3,0.3825,74.42,0.38,0.62,0.48,51.26,Low,High Risk,#d73027,#d73027
9476,School_9476,Synthetic,Primary,Private,Bauchi,11.101898,9.650984,374,10,0.0267,52.77,Medium,38.4,High Risk,4.67,1,1,2.25,8.59,0.5361,84.63,0.38,0.62,0.48,50.1,Low,High Risk,#d73027,#d73027
9477,School_9477,Synthetic,Primary,Public,Bauchi,9.083698,10.561667,34,1,0.0294,46.97,Low,45.62,High Risk,6.87,0,0,3.04,1.15,0.3429,44.04,0.38,0.62,0.48,49.46,Low,High Risk,#d73027,#d73027
9478,School_9478,Synthetic,Senior Secondary,Public,Bauchi,10.506432,10.349717,170,8,0.0471,52.87,Medium,45.99,High Risk,1.02,0,1,1.57,6.05,0.3435,56.69,0.38,0.62,0.48,42.88,Low,High Risk,#d73027,#d73027
9479,School_9479,Synthetic,Primary,Private,Bauchi,10.82863,11.34368,648,16,0.0247,62.09,Medium,43.92,High Risk,6.53,0,0,3.13,7.51,0.3572,61.04,0.38,0.62,0.48,49.74,Low,High Risk,#d73027,#d73027
9480,School_9480,Synthetic,Junior Secondary,Private,Bauchi,11.009208,11.852476,290,9,0.031,25.03,Low,45.94,High Risk,4.44,0,1,2.64,15.88,0.3864,41.36,0.38,0.62,0.48,45.37,Low,High Risk,#d73027,#d73027
9481,School_9481,Synthetic,Senior Secondary,Public,Bauchi,10.243566,11.9573,360,14,0.0389,57.86,Medium,50.59,High Risk,5.97,0,0,3.53,0.4,0.4273,53.15,0.38,0.62,0.48,49.47,Low,High Risk,#d73027,#d73027
9482,School_9482,Synthetic,Primary,Public,Bauchi,9.509379,11.382691,418,14,0.0335,40.6,Low,37.53,High Risk,2.99,0,0,1.82,5.54,0.3389,53.95,0.38,0.62,0.48,44.18,Low,High Risk,#d73027,#d73027
9483,School_9483,Synthetic,Senior Secondary,Private,Bauchi,11.225826,11.841252,180,9,0.05,67.32,Medium,44.04,High Risk,6.07,1,0,2.33,3.68,0.4935,57.53,0.38,0.62,0.48,48.37,Low,High Risk,#d73027,#d73027
9484,School_9484,Synthetic,Primary,Public,Bauchi,10.766173,10.839485,764,17,0.0223,49.82,Low,51.48,High Risk,4.2,0,1,1.98,10.87,0.4718,62.46,0.38,0.62,0.48,43.75,Low,High Risk,#d73027,#d73027
9485,School_9485,Synthetic,Primary,Private,Bauchi,11.492051,11.837944,356,11,0.0309,73.94,High,47.16,High Risk,4.81,1,1,2.06,4.72,0.3192,75.49,0.38,0.62,0.48,50.6,Low,High Risk,#d73027,#d73027
9486,School_9486,Synthetic,Primary,Mission/Faith-based,Bauchi,11.439317,11.480192,267,6,0.0225,52.91,Medium,40.7,High Risk,4.56,0,0,2.5,3.6,0.3324,72.02,0.38,0.62,0.48,46.08,Low,High Risk,#d73027,#d73027
9487,School_9487,Synthetic,Primary,Private,Bauchi,10.910075,9.708882,328,8,0.0244,67.9,Medium,38.64,High Risk,6.32,0,1,2.43,9.34,0.3265,61.29,0.38,0.62,0.48,46.12,Low,High Risk,#d73027,#d73027
9488,School_9488,Synthetic,Primary,Mission/Faith-based,Bauchi,10.711063,11.085075,301,8,0.0266,62.43,Medium,49.41,High Risk,0.8,0,0,1.33,7.84,0.3594,64.9,0.38,0.62,0.48,44.27,Low,High Risk,#d73027,#d73027
9489,School_9489,Synthetic,Primary,Public,Bauchi,11.12712,10.21443,458,7,0.0153,31.87,Low,43.93,High Risk,2.89,0,0,1.73,2.95,0.62,34.51,0.38,0.62,0.48,46.49,Low,High Risk,#d73027,#d73027
9490,School_9490,Synthetic,Senior Secondary,Public,Bauchi,10.122422,10.302164,180,2,0.0111,58.6,Medium,54.62,High Risk,2.85,0,1,2.47,1.95,0.3773,50.5,0.38,0.62,0.48,46.83,Low,High Risk,#d73027,#d73027
9491,School_9491,Synthetic,Primary,Public,Bauchi,9.750213,10.796599,296,7,0.0236,46.46,Low,38.9,High Risk,2.1,0,0,2.26,13.85,0.4362,34.88,0.38,0.62,0.48,43.79,Low,High Risk,#d73027,#d73027
9492,School_9492,Synthetic,Primary,Public,Bauchi,10.000761,10.233887,225,5,0.0222,24.01,Low,57.44,High Risk,3.9,0,1,2.74,1.58,0.5023,62.16,0.38,0.62,0.48,46.34,Low,High Risk,#d73027,#d73027
9493,School_9493,Synthetic,Primary,Private,Bauchi,9.961258,10.993071,542,19,0.0351,47.02,Low,45.72,High Risk,2.4,0,1,2.81,2.7,0.3669,46.94,0.38,0.62,0.48,44.21,Low,High Risk,#d73027,#d73027
9494,School_9494,Synthetic,Junior Secondary,Private,Bauchi,9.079542,11.146259,214,7,0.0327,62.93,Medium,55.59,High Risk,1.79,0,0,2.1,3.06,0.3858,61.26,0.38,0.62,0.48,45.0,Low,High Risk,#d73027,#d73027
9495,School_9495,Synthetic,Primary,Private,Bauchi,10.24971,11.216919,373,5,0.0134,83.46,High,51.85,High Risk,4.84,1,0,2.71,3.58,0.3779,64.02,0.38,0.62,0.48,52.34,Low,High Risk,#d73027,#d73027
9496,School_9496,Synthetic,Primary,Mission/Faith-based,Bauchi,9.140458,10.265838,407,13,0.0319,66.54,Medium,47.14,High Risk,2.83,0,0,2.18,6.87,0.3137,74.91,0.38,0.62,0.48,43.72,Low,High Risk,#d73027,#d73027
9497,School_9497,Synthetic,Junior Secondary,Public,Bauchi,10.226006,10.680318,422,12,0.0284,37.14,Low,45.87,High Risk,1.29,0,1,1.24,16.97,0.5656,37.41,0.38,0.62,0.48,43.15,Low,High Risk,#d73027,#d73027
9498,School_9498,Synthetic,Primary,Public,Bauchi,11.251092,10.021081,302,8,0.0265,75.82,High,51.42,High Risk,3.68,0,0,2.79,5.17,0.3994,60.68,0.38,0.62,0.48,45.3,Low,High Risk,#d73027,#d73027
9499,School_9499,Synthetic,Primary,Public,Bauchi,10.038705,10.871766,403,13,0.0323,33.22,Low,53.49,High Risk,2.53,0,1,1.4,5.01,0.4173,50.78,0.38,0.62,0.48,44.0,Low,High Risk,#d73027,#d73027
9500,School_9500,Synthetic,Primary,Mission/Faith-based,Bauchi,9.380449,11.542314,571,20,0.035,33.3,Low,50.34,High Risk,1.85,0,1,2.16,17.59,0.4206,35.03,0.38,0.62,0.48,42.48,Low,High Risk,#d73027,#d73027
9501,School_9501,Synthetic,Tertiary,Mission/Faith-based,Bauchi,11.322343,10.149276,1156,98,0.0848,56.4,Medium,39.96,High Risk,5.69,0,1,3.01,0.42,0.5017,18.73,0.38,0.62,0.48,53.47,Low,High Risk,#d73027,#d73027
9502,School_9502,Synthetic,Senior Secondary,Public,Bauchi,9.900808,9.561481,364,15,0.0412,48.85,Low,40.99,High Risk,0.7,0,1,0.89,13.45,0.459,39.33,0.38,0.62,0.48,45.28,Low,High Risk,#d73027,#d73027
9503,School_9503,Synthetic,Senior Secondary,Public,Bauchi,9.378498,10.466048,438,22,0.0502,31.11,Low,50.91,High Risk,4.33,0,0,1.86,3.51,0.3286,43.24,0.38,0.62,0.48,44.03,Low,High Risk,#d73027,#d73027
9504,School_9504,Synthetic,Primary,Mission/Faith-based,Bauchi,11.001651,11.109117,509,10,0.0196,54.11,Medium,45.29,High Risk,2.87,0,0,2.52,1.95,0.4655,64.62,0.38,0.62,0.48,46.59,Low,High Risk,#d73027,#d73027
9505,School_9505,Synthetic,Primary,Public,Bauchi,9.036799,10.364268,407,10,0.0246,72.34,High,51.96,High Risk,4.04,0,0,2.22,9.56,0.484,54.75,0.38,0.62,0.48,44.35,Low,High Risk,#d73027,#d73027
9506,School_9506,Synthetic,Tertiary,Public,Bauchi,9.653016,11.999899,985,59,0.0599,86.38,High,50.62,High Risk,2.13,0,0,2.13,4.86,0.3695,61.32,0.38,0.62,0.48,52.09,Low,High Risk,#d73027,#d73027
9507,School_9507,Synthetic,Primary,Private,Bauchi,9.680798,11.600133,540,16,0.0296,49.31,Low,39.31,High Risk,8.44,1,0,3.78,2.93,0.3754,31.11,0.38,0.62,0.48,52.92,Low,High Risk,#d73027,#d73027
9508,School_9508,Synthetic,Primary,Public,Bauchi,9.371788,11.258956,382,5,0.0131,49.16,Low,50.99,High Risk,4.89,0,1,2.58,17.72,0.2402,29.29,0.38,0.62,0.48,44.71,Low,High Risk,#d73027,#d73027
9509,School_9509,Synthetic,Primary,Private,Bauchi,11.2659,11.500416,290,9,0.031,59.97,Medium,46.64,High Risk,5.2,0,0,2.9,0.88,0.4567,52.62,0.38,0.62,0.48,48.45,Low,High Risk,#d73027,#d73027
9510,School_9510,Synthetic,Primary,Private,Bauchi,9.006647,10.630976,439,15,0.0342,40.31,Low,32.82,High Risk,5.9,1,1,2.29,1.79,0.4222,76.58,0.38,0.62,0.48,49.81,Low,High Risk,#d73027,#d73027
9511,School_9511,Synthetic,Senior Secondary,Public,Bauchi,11.019074,11.77067,268,7,0.0261,31.5,Low,47.5,High Risk,2.08,0,1,1.36,2.01,0.3603,68.04,0.38,0.62,0.48,45.68,Low,High Risk,#d73027,#d73027
9512,School_9512,Synthetic,Junior Secondary,Public,Bauchi,10.659468,9.911676,386,17,0.044,52.63,Medium,49.76,High Risk,6.51,0,0,2.49,8.46,0.5199,58.11,0.38,0.62,0.48,48.3,Low,High Risk,#d73027,#d73027
9513,School_9513,Synthetic,Primary,Public,Bauchi,11.04665,9.563457,525,14,0.0267,54.82,Medium,56.06,High Risk,4.93,0,0,2.84,0.29,0.4831,44.16,0.38,0.62,0.48,48.2,Low,High Risk,#d73027,#d73027
9514,School_9514,Synthetic,Primary,Private,Bauchi,11.370809,9.470425,377,6,0.0159,28.5,Low,41.27,High Risk,4.94,1,1,2.79,18.0,0.4606,73.23,0.38,0.62,0.48,49.01,Low,High Risk,#d73027,#d73027
9515,School_9515,Synthetic,Junior Secondary,Public,Bauchi,9.226324,10.728106,383,19,0.0496,51.32,Medium,53.3,High Risk,4.42,0,1,2.45,4.87,0.3167,22.13,0.38,0.62,0.48,43.33,Low,High Risk,#d73027,#d73027
9516,School_9516,Synthetic,Primary,Public,Bauchi,9.478426,9.673752,304,7,0.023,48.18,Low,49.15,High Risk,0.67,0,1,2.57,2.64,0.4337,62.02,0.38,0.62,0.48,46.39,Low,High Risk,#d73027,#d73027
9517,School_9517,Synthetic,Primary,Public,Bauchi,10.830532,11.54388,399,10,0.0251,40.47,Low,52.48,High Risk,6.01,0,1,2.56,11.04,0.3549,49.51,0.38,0.62,0.48,45.98,Low,High Risk,#d73027,#d73027
9518,School_9518,Synthetic,Junior Secondary,Public,Bauchi,9.999025,10.921527,313,14,0.0447,34.6,Low,49.09,High Risk,3.43,0,1,1.98,3.71,0.4505,48.3,0.38,0.62,0.48,44.51,Low,High Risk,#d73027,#d73027
9519,School_9519,Synthetic,Primary,Public,Bauchi,10.061835,11.971147,320,8,0.025,40.01,Low,47.62,High Risk,2.45,0,1,2.36,2.4,0.4747,25.23,0.38,0.62,0.48,46.46,Low,High Risk,#d73027,#d73027
9520,School_9520,Synthetic,Senior Secondary,Public,Bauchi,10.621768,10.441908,284,12,0.0423,39.59,Low,52.94,High Risk,3.04,0,1,1.75,6.9,0.4346,36.83,0.38,0.62,0.48,43.72,Low,High Risk,#d73027,#d73027
9521,School_9521,Synthetic,Senior Secondary,Public,Bauchi,11.055433,10.605676,188,11,0.0585,40.04,Low,51.02,High Risk,3.79,0,0,2.04,5.77,0.4196,48.15,0.38,0.62,0.48,43.23,Low,High Risk,#d73027,#d73027
9522,School_9522,Synthetic,Junior Secondary,Public,Bauchi,9.593215,10.517986,174,6,0.0345,14.02,Low,42.98,High Risk,2.9,0,0,1.57,7.03,0.3407,65.73,0.38,0.62,0.48,44.23,Low,High Risk,#d73027,#d73027
9523,School_9523,Synthetic,Primary,Public,Bauchi,11.471256,10.391794,621,7,0.0113,56.94,Medium,47.67,High Risk,3.84,0,1,2.98,10.33,0.3525,25.3,0.38,0.62,0.48,44.7,Low,High Risk,#d73027,#d73027
9524,School_9524,Synthetic,Primary,Public,Bauchi,9.933494,9.454062,332,12,0.0361,53.69,Medium,48.7,High Risk,3.8,0,0,2.0,20.26,0.5559,60.64,0.38,0.62,0.48,44.12,Low,High Risk,#d73027,#d73027
9525,School_9525,Synthetic,Primary,Private,Bauchi,9.826023,9.911233,202,6,0.0297,60.88,Medium,41.72,High Risk,6.38,1,1,3.47,6.81,0.3397,39.42,0.38,0.62,0.48,49.6,Low,High Risk,#d73027,#d73027
9526,School_9526,Synthetic,Primary,Public,Bauchi,11.436767,11.186765,555,18,0.0324,49.57,Low,47.79,High Risk,3.29,0,1,2.52,15.62,0.4081,53.69,0.38,0.62,0.48,43.99,Low,High Risk,#d73027,#d73027
9527,School_9527,Synthetic,Junior Secondary,Private,Bauchi,9.327601,9.409817,317,13,0.041,50.45,Medium,41.86,High Risk,4.13,0,1,2.14,9.45,0.4662,43.36,0.38,0.62,0.48,44.62,Low,High Risk,#d73027,#d73027
9528,School_9528,Synthetic,Primary,Mission/Faith-based,Bauchi,10.670949,9.613089,546,15,0.0275,59.71,Medium,42.41,High Risk,0.68,0,0,1.42,0.18,0.5371,34.05,0.38,0.62,0.48,48.0,Low,High Risk,#d73027,#d73027
9529,School_9529,Synthetic,Primary,Public,Bauchi,10.001479,11.475502,490,7,0.0143,20.27,Low,40.08,High Risk,5.37,0,0,2.15,22.42,0.5704,25.58,0.38,0.62,0.48,43.68,Low,High Risk,#d73027,#d73027
9530,School_9530,Synthetic,Junior Secondary,Public,Bauchi,10.163986,10.694532,214,4,0.0187,42.42,Low,49.57,High Risk,4.08,0,1,1.89,12.26,0.3937,51.89,0.38,0.62,0.48,44.23,Low,High Risk,#d73027,#d73027
9531,School_9531,Synthetic,Senior Secondary,Public,Bauchi,9.127405,10.421638,180,7,0.0389,48.13,Low,43.39,High Risk,4.24,0,1,1.83,6.09,0.2525,23.95,0.38,0.62,0.48,43.7,Low,High Risk,#d73027,#d73027
9532,School_9532,Synthetic,Senior Secondary,Mission/Faith-based,Bauchi,9.113047,9.771867,303,10,0.033,43.42,Low,50.46,High Risk,1.05,0,0,2.0,8.48,0.3841,65.5,0.38,0.62,0.48,43.78,Low,High Risk,#d73027,#d73027
9533,School_9533,Synthetic,Primary,Private,Bauchi,11.120902,9.81334,259,5,0.0193,81.39,High,49.03,High Risk,7.08,0,1,2.75,2.86,0.3263,25.05,0.38,0.62,0.48,47.01,Low,High Risk,#d73027,#d73027
9534,School_9534,Synthetic,Tertiary,Public,Bauchi,11.150219,11.244805,403,17,0.0422,49.78,Low,42.93,High Risk,4.96,0,1,2.45,18.58,0.4715,33.18,0.38,0.62,0.48,48.04,Low,High Risk,#d73027,#d73027
9535,School_9535,Synthetic,Primary,Public,Bauchi,10.143816,10.723311,396,11,0.0278,42.43,Low,43.65,High Risk,3.93,0,0,2.47,3.42,0.4875,46.72,0.38,0.62,0.48,45.54,Low,High Risk,#d73027,#d73027
9536,School_9536,Synthetic,Senior Secondary,Mission/Faith-based,Bauchi,10.383446,11.053201,341,14,0.0411,43.78,Low,39.43,High Risk,3.34,0,0,1.94,2.29,0.3059,43.82,0.38,0.62,0.48,44.19,Low,High Risk,#d73027,#d73027
